recno,raj2000,dej2000,vmag,e_vmag,bmag,e_bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_separation (deg)
25191256,71.109979,16.518578,12.752,0.036,13.968,0.073,13.355,0.035,12.216,0.03,11.781,0.073,K2-394,71.10982610221330,16.518680226731700,10.2396,39.174,-22.869,44.136,1.78712444279299E-04
23271891,71.554939,-0.804909,12.664,0.03,13.374,0.006,12.965,0.012,12.464,0.04,12.346,0.052,TOI-2719,71.554878676575,-0.8048209805194440,1.6427,15.379,-11.952,63.85,1.0670345134417E-04
19330420,71.824416,-17.115196,12.621,0.03,13.243,0.027,12.886,0.006,12.44,0.052,12.789,0.512,WASP-141,71.82440063915000,-17.11516522805,1.9558,7.562,-1.933,34.31,3.40944688102424E-05
23283170,72.660594,1.893849,10.04,0.061,10.518,0.038,10.388,0.146,10.007,0.131,9.84,0.0,WASP-82,72.66066153323,1.893917284,3.6299,-16.231,-18.762,-23.28,9.6012814581742E-05
36319296,72.694002,-60.905464,10.322,0.014,10.905,0.026,10.587,0.015,10.24,0.054,10.094,0.044,TOI-813,72.69404222558,-60.90544918348,3.8031,-3.605,-2.699,1.7656,2.45380128761443E-05
36083831,73.701419,-76.680578,12.654,0.021,13.45,0.033,13.016,0.025,12.451,0.024,12.267,0.029,TOI-157,73.70121860177,-76.68052537806,2.8128,11.849,-18.732,-8.1829,7.00037872512002E-05
36317155,73.738008,-62.522008,14.799,0.046,16.407,0.083,15.557,0.044,14.217,0.042,12.939,0.044,TOI-206,73.73723157036,-62.52235141238,20.9279,105.946,110.888,7.0224,4.96260193446634E-04
25194710,73.766759,18.654368,9.899,0.039,10.469,0.029,10.286,0.184,9.749,0.033,9.663,0.011,K2-232,73.76651092155,18.654530254870000,7.7059,61.996,-48.141,22.8618,2.85610021869616E-04
36315084,73.980101,-63.260266,12.395,0.019,13.36,0.02,12.878,0.016,12.085,0.023,11.822,0.015,TOI-216,73.98022868252000,-63.26008698946000,5.6152,-22.534,-56.449,36.15,1.88003225711936E-04
36315084,73.980101,-63.260266,12.395,0.019,13.36,0.02,12.878,0.016,12.085,0.023,11.822,0.015,TOI-216,73.98022868252000,-63.26008698946000,5.6152,-22.534,-56.449,36.15,1.88003225711936E-04
25232019,74.402323,21.602034,11.94,0.046,12.563,0.132,12.211,0.071,11.719,0.064,11.447,0.062,TOI-5350,74.40230888159790,21.60207980760110,3.5179,-1.591,-24.112,5.25,4.76513216426209E-05
1679008,74.504102,48.300945,12.558,0.035,13.493,0.065,13.099,0.169,12.313,0.116,12.045,0.119,HAT-P-62,74.5042862666175,48.30104360164530,2.8388,14.732,-43.776,51.16,1.57313361078666E-04
23597123,74.55232,9.998004,9.465,0.032,9.793,0.191,9.762,0.41,9.506,0.0,9.691,0.015,HAT-P-70,74.55234498716,9.99800126796,3.143,-2.702,-5.059,0.0,2.47588963569257E-05
25188604,74.692842,17.269099,13.246,0.013,14.172,0.061,13.692,0.029,12.899,0.022,12.573,0.051,K2-396,74.69286094529,17.269227735272200,3.6357,-0.054,-39.83,-36.3,1.30000244737797E-04
25188604,74.692842,17.269099,13.246,0.013,14.172,0.061,13.692,0.029,12.899,0.022,12.573,0.051,K2-396,74.69286094529,17.269227735272200,3.6357,-0.054,-39.83,-36.3,1.30000244737797E-04
36776112,74.737777,-50.627304,10.593,0.045,11.492,0.034,11.064,0.021,10.29,0.01,10.014,0.012,TOI-871,74.7381641013,-50.62689129818,14.7341,-79.214,-121.69,-4.14,4.80233515600583E-04
19214105,75.299685,-26.054175,12.144,0.024,12.669,0.03,12.371,0.007,12.072,0.052,12.015,0.05,WASP-61,75.29966114819,-26.05415767877,2.0649,0.532,3.233,19.098,2.75532742842884E-05
1696713,75.480016,50.131253,13.188,0.029,14.04,0.056,13.55,0.045,12.915,0.033,12.675,0.051,HAT-P-61,75.48024181889710,50.13127110430080,2.9113,-11.216,-21.516,3.72,1.45884634178325E-04
36721240,75.846049,-54.177612,14.4,0.056,15.985,0.032,15.141,0.015,13.821,0.031,12.842,0.103,TOI-269,75.84608754769,-54.17720135539,17.5716,26.532,-120.757,0.0,4.11263903941274E-04
23121511,76.081856,-6.229805,10.999,0.033,11.576,0.027,11.228,0.03,10.857,0.018,10.705,0.141,WASP-35,76.08180133098,-6.22982727383,4.9411,20.758,10.963,16.96,5.87335567079458E-05
25212404,76.262101,21.580209,15.672,0.107,16.854,0.0,16.158,0.04,15.13,0.05,14.711,0.048,K2-412,76.26214064037960,21.580150801652500,1.4586,-2.414,2.595,-38.89,6.88900241093552E-05
36786148,76.310029,-47.937605,14.365,0.039,15.96,0.071,15.083,0.021,13.745,0.024,12.125,0.067,TOI-540,76.31011844165,-47.93764618803000,71.5134,-65.901,24.895,18.576,7.27111856170052E-05
25212373,76.445936,21.548328,10.072,0.076,10.76,0.086,10.446,0.186,9.911,0.158,9.726,0.0,K2-291,76.44579791794,21.54861674215,11.1714,30.691,-97.013,24.824,3.16016740679418E-04
19305711,76.649598,-20.245599,11.962,0.013,12.893,0.017,12.39,0.022,11.651,0.022,11.393,0.014,TOI-942,76.64954642214,-20.245595511470000,6.6029,15.435,-3.956,23.68,4.85168542423724E-05
19305711,76.649598,-20.245599,11.962,0.013,12.893,0.017,12.39,0.022,11.651,0.022,11.393,0.014,TOI-942,76.64954642214,-20.245595511470000,6.6029,15.435,-3.956,23.68,4.85168542423724E-05
25035252,76.867301,16.867693,12.667,0.102,13.194,0.046,12.875,0.022,12.437,0.031,12.284,0.009,K2-260,76.86732879161,16.86772083806,1.4705,0.646,-6.034,29.122,3.85006697522996E-05
4206812,77.612726,70.391086,11.336,0.069,11.816,0.147,11.544,0.031,11.21,0.047,11.105,0.051,TOI-4137,77.61262632431,70.39109198166,2.9362,19.686,-3.005,-40.49,3.39815783366641E-05
800162,78.295458,33.318011,,,,,,,,,,,KELT-7,78.2955372011,33.31816687052,7.3792,10.477,-49.62,40.75,1.69339380626247E-04
25022419,78.919809,16.278664,11.439,0.053,11.99,0.011,11.646,0.019,11.285,0.049,11.156,0.089,EPIC 246851721,78.9198078807,16.278754823770000,2.6457,2.627,-12.926,39.05,9.08301249005558E-05
25248282,79.14079,20.254939,13.322,0.015,14.713,0.006,14.089,0.034,12.758,0.038,12.23,0.011,K2-284,79.14068161531,20.255101584630000,9.4087,25.167,-46.013,16.96,1.91763004664182E-04
23296938,79.621499,1.253521,9.238,0.031,9.764,0.024,9.43,0.02,9.092,0.004,9.015,0.0,TOI-2458,79.62154202388,1.25386616303,8.9739,-3.023,-99.207,58.65,3.47832841202851E-04
36218343,79.768065,-71.895568,11.3,0.005,11.789,0.017,11.498,0.011,11.205,0.014,11.108,0.015,TOI-163,79.76815125244,-71.89559699944,2.4497,7.363,16.304,21.111,3.94887844235171E-05
25253314,79.95159,21.259221,11.833,0.073,12.592,0.055,12.189,0.056,11.606,0.076,11.393,0.057,K2-397,79.95154559033580,21.259199346326700,5.0147,24.449,-8.736,-33.01,4.67098747719115E-05
23116099,80.06691,-4.239353,13.564,0.034,15.056,0.03,14.312,0.032,12.985,0.022,11.827,0.023,TOI-4364,80.06664869940000,-4.23943659376,22.8048,64.456,43.789,44.77,2.73665486513365E-04
36675534,80.105697,-59.895492,10.837,0.122,11.634,0.028,11.269,0.092,10.553,0.049,10.335,0.063,TOI-199,80.10547984376,-59.89568422816,9.8296,45.864,58.445,50.852,2.20942014993202E-04
18476010,80.538268,-30.970836,13.612,0.026,14.507,0.019,14.006,0.005,13.34,0.036,13.099,0.053,HATS-43,80.53819795241,-30.97083628414,2.7578,8.728,4.282,0.0,6.00615314484148E-05
36969160,81.344567,-34.668286,12.342,0.017,13.116,0.01,12.686,0.0,12.135,0.006,11.956,0.047,TOI-2338,81.34438325882,-34.668326356760000,3.2591,38.061,17.948,84.33,1.56415432858419E-04
36852565,81.348951,-44.431204,9.345,0.0,10.098,0.187,10.002,0.494,9.177,0.004,9.083,0.022,HD 35843,81.34915739389,-44.43081019807,14.4269,-43.937,-110.24,13.3,4.20478522306541E-04
19354119,81.853326,-14.27681,10.071,0.078,10.78,0.022,10.464,0.083,9.741,0.0,9.554,0.0,TOI-421,81.85344119273,-14.27695727399,13.3337,-35.743,50.387,79.15,1.84802623875412E-04
19354119,81.853326,-14.27681,10.071,0.078,10.78,0.022,10.464,0.083,9.741,0.0,9.554,0.0,TOI-421,81.85344119273,-14.27695727399,13.3337,-35.743,50.387,79.15,1.84802623875412E-04
36897923,82.143238,-39.373054,10.66,0.015,11.928,0.023,11.323,0.006,10.157,0.037,9.732,0.0,TOI-2459,82.14283881028,-39.37311851830000,27.2943,88.566,16.941,0.0,3.15258792482154E-04
23198923,82.290033,-0.34281,10.898,0.017,12.125,0.037,11.527,0.037,10.39,0.074,9.904,0.0,TOI-544,82.28992381791,-0.34256256614000000,24.4404,34.332,-77.961,7.9,2.70451136849522E-04
18494227,83.269201,-26.724002,9.047,0.0,10.104,0.03,9.568,0.0,8.686,0.0,8.475,0.0,TOI-431,83.26916884783,-26.72451898944,30.6517,16.886,150.779,48.761,5.1778643077026E-04
18494227,83.269201,-26.724002,9.047,0.0,10.104,0.03,9.568,0.0,8.686,0.0,8.475,0.0,TOI-431,83.26916884783,-26.72451898944,30.6517,16.886,150.779,48.761,5.1778643077026E-04
25157527,83.865904,21.294269,,,,,10.222,0.0,,,,,TOI-4603,83.8659283696,21.294340165050000,4.4613,0.102,-22.866,-3.29,7.4699522834083E-05
19352917,83.86903,-14.597237,14.31,0.02,15.707,0.046,15.04,0.055,13.74,0.024,12.792,0.041,TIC 46432937,83.86903906278840,-14.597349833039200,11.0163,-13.4,36.921,102.83,1.13173371580887E-04
23214987,84.152708,0.896297,12.532,0.026,13.186,0.029,12.775,0.026,12.368,0.054,12.29,0.195,TOI-2796,84.15270821538750,0.8962674894727780,2.863,2.537,2.635,20.908,2.95113130401164E-05
18487218,84.326728,-27.972562,14.397,0.039,15.477,0.02,14.915,0.016,14.086,0.049,13.818,0.055,HATS-44,84.32676656945,-27.9725765732,2.2713,-2.195,0.19,0.0,3.70499394996915E-05
24093126,85.080048,11.562752,14.413,0.006,15.856,0.074,15.159,0.028,13.767,0.058,13.07,0.038,TOI-532,85.07995158992130,11.562801102031900,7.3912,23.242,-38.035,0.0,1.06454091003884E-04
19599442,86.738231,-11.235366,11.462,0.011,12.068,0.044,11.721,0.025,11.335,0.019,11.232,0.038,TOI-892,86.73822926997,-11.23536597861,2.9858,-0.282,6.035,41.1,1.69700891183173E-06
36656227,86.850974,-60.521368,14.255,0.034,15.262,0.023,14.715,0.036,13.937,0.027,13.666,0.021,TOI-2525,86.85078335105960,-60.52140838818560,2.5002,21.759,23.299,0.0,1.0214224397279E-04
36656227,86.850974,-60.521368,14.255,0.034,15.262,0.023,14.715,0.036,13.937,0.027,13.666,0.021,TOI-2525,86.85078335105960,-60.52140838818560,2.5002,21.759,23.299,0.0,1.0214224397279E-04
36644454,87.139844,-63.988359,10.167,0.006,10.69,0.004,10.338,0.0,10.063,0.0,10.016,0.002,WASP-62,87.13997218883,-63.98844121723,5.691,-15.439,26.151,15.3272,9.95996611822132E-05
25702325,87.187995,32.084052,12.652,0.05,13.366,0.035,12.919,0.052,12.418,0.043,12.229,0.038,TOI-2570,87.18807287885540,32.084111745832500,2.7897,-6.531,-15.848,-45.07,8.90140607054428E-05
36703692,87.401765,-54.910504,,,10.104,0.055,10.416,0.0,,,,,TOI-201,87.40172238998,-54.91070984765,8.9141,8.032,66.633,17.5086,2.07299872319039E-04
36703692,87.401765,-54.910504,,,10.104,0.055,10.416,0.0,,,,,TOI-201,87.40172238998,-54.91070984765,8.9141,8.032,66.633,17.5086,2.07299872319039E-04
18511417,87.679521,-27.623261,13.091,0.023,13.988,0.039,13.504,0.019,12.825,0.012,12.63,0.019,WASP-160 B,87.67942969025,-27.623171938690000,3.4476,27.029,-34.802,-6.08,1.20320534329534E-04
19444989,88.092874,-13.372596,12.012,0.037,12.556,0.03,12.237,0.025,11.884,0.051,11.772,0.079,TOI-2346,88.09295701075,-13.37248191623,2.2551,-11.225,3.109,20.59,1.39775873732737E-04
19254491,88.146764,-19.031585,15.16,0.024,16.664,0.036,15.926,0.028,14.568,0.026,13.734,0.03,HATS-6,88.14681957512,-19.03165855841,5.8925,-2.568,7.371,0.0,9.03936341188158E-05
19400164,88.378373,-16.265319,7.261,0.0,7.773,0.0,7.541,0.0,7.088,0.0,7.008,0.0,TOI-480,88.37865549677,-16.265010387960000,18.423,-43.179,-89.895,5.091,4.10835045783029E-04
19690838,89.129993,-5.012,12.302,0.025,13.143,0.021,12.676,0.027,12.019,0.029,11.993,0.335,TOI-2364,89.12997362469460,-5.011963140979450,4.5968,12.225,-15.462,54.68,4.16067855589439E-05
36058975,89.371625,-83.129855,12.73,0.163,14.073,0.047,13.343,0.033,12.111,0.167,11.432,0.362,TOI-904,89.372309333,-83.13020399575,21.7092,-28.774,110.928,1.94,3.58467135642857E-04
36058975,89.371625,-83.129855,12.73,0.163,14.073,0.047,13.343,0.033,12.111,0.167,11.432,0.362,TOI-904,89.372309333,-83.13020399575,21.7092,-28.774,110.928,1.94,3.58467135642857E-04
24125171,90.062577,11.884083,,,10.1,0.1,10.449,0.0,,,,,TOI-2497,90.06253307405,11.884174854810000,3.597,12.436,-27.208,57.52,1.01414834009172E-04
25804513,90.308444,34.773045,12.821,0.041,14.324,0.083,13.471,0.12,12.25,0.036,11.069,0.07,TOI-1693,90.30846568803210,34.77316667959720,32.4173,-22.934,-17.71,-12.25,1.22976809584399E-04
24148864,90.358163,12.54787,12.734,0.364,13.226,0.045,12.832,0.017,12.37,0.036,12.138,0.064,TOI-4734,90.35812972940580,12.54790461663890,1.685,-1.768,-5.118,-15.61,4.74657451002759E-05
19448839,90.474735,-13.461383,15.297,0.024,16.696,0.139,16.001,0.055,14.655,0.064,13.911,0.084,TOI-4201,90.47467172916670,-13.461396996296700,5.2906,11.731,6.053,42.1,6.31043303096701E-05
19725681,90.643661,-0.577064,13.195,0.034,13.956,0.058,13.517,0.025,12.965,0.023,12.754,0.075,Gaia-1,90.64364006451290,-0.5769348934397220,2.7148,5.989,-40.632,0.0,1.30792790618601E-04
42859509,90.98408,-60.666324,10.02,0.0,10.731,0.014,10.567,0.373,,,,,TOI-286,90.98360538545,-60.666320166780000,16.8709,76.33,-3.399,18.0935,2.32542871983553E-04
42859509,90.98408,-60.666324,10.02,0.0,10.731,0.014,10.567,0.373,,,,,TOI-286,90.98360538545,-60.666320166780000,16.8709,76.33,-3.399,18.0935,2.32542871983553E-04
6944135,91.003572,55.020006,14.812,0.064,16.228,0.124,15.545,0.112,14.213,0.068,13.528,0.045,TOI-3757,91.0037100847104,55.02016495105690,5.5981,-9.032,-43.128,24.65,1.77572904904798E-04
19393088,91.089654,-16.965372,11.472,0.02,12.184,0.033,11.771,0.031,11.247,0.024,11.567,0.837,WASP-49,91.08947322642000,-16.96530798463,5.1315,54.671,-19.055,41.25,1.84376384960993E-04
19004895,91.54033,-19.95343,11.681,0.124,12.187,0.027,11.869,0.014,11.544,0.076,11.453,0.08,TOI-5153,91.54028041371,-19.95329544003,2.5634,8.745,-34.563,-36.1,1.42403812902756E-04
42850905,91.799731,-61.997143,10.347,0.03,11.13,0.021,10.867,0.22,10.171,0.077,,,TOI-220,91.79986171851,-61.99691551567,10.9969,-17.765,-68.334,26.7782,2.35618256576392E-04
25611288,92.663931,30.957162,8.628,0.121,9.012,0.234,8.636,0.036,8.481,0.039,8.362,0.025,KELT-2 A,92.66393860111,30.95714261463000,7.4327,16.726,-2.155,-47.539,2.04519299960484E-05
39520434,92.936076,-65.825874,10.914,0.034,11.999,0.017,11.622,0.0,10.526,0.0,10.182,0.009,TOI-712,92.9361359284,-65.82597193222,17.043,-2.816,30.974,3.3023,1.00960363554588E-04
39520434,92.936076,-65.825874,10.914,0.034,11.999,0.017,11.622,0.0,10.526,0.0,10.182,0.009,TOI-712,92.9361359284,-65.82597193222,17.043,-2.816,30.974,3.3023,1.00960363554588E-04
39520434,92.936076,-65.825874,10.914,0.034,11.999,0.017,11.622,0.0,10.526,0.0,10.182,0.009,TOI-712,92.9361359284,-65.82597193222,17.043,-2.816,30.974,3.3023,1.00960363554588E-04
19415368,93.057968,-14.649485,,,10.252,0.03,10.128,0.078,,,,,HD 42813,93.05819677991,-14.650017193680000,14.7065,-79.132,162.696,81.87,5.76387463929232E-04
19415368,93.057968,-14.649485,,,10.252,0.03,10.128,0.078,,,,,HD 42813,93.05819677991,-14.650017193680000,14.7065,-79.132,162.696,81.87,5.76387463929232E-04
19415368,93.057968,-14.649485,,,10.252,0.03,10.128,0.078,,,,,HD 42813,93.05819677991,-14.650017193680000,14.7065,-79.132,162.696,81.87,5.76387463929232E-04
24675877,93.959565,16.023432,11.894,0.033,12.587,0.017,12.207,0.024,11.716,0.008,11.515,0.048,TIC 434398831,93.95923965535,16.02391658661,4.6428,5.401,-16.408,24.06,5.76721893625464E-04
24675877,93.959565,16.023432,11.894,0.033,12.587,0.017,12.207,0.024,11.716,0.008,11.515,0.048,TIC 434398831,93.95923965535,16.02391658661,4.6428,5.401,-16.408,24.06,5.76721893625464E-04
18525280,94.009867,-25.031349,11.464,0.03,12.344,0.036,11.871,0.025,11.169,0.031,10.968,0.111,TOI-470,94.00965454436,-25.03112214578,7.6849,52.561,-67.104,29.44,2.97522365764266E-04
18949185,94.112098,-22.546898,13.406,0.08,14.293,0.049,13.853,0.031,13.218,0.006,13.003,0.014,HATS-4,94.11209001423,-22.54689281814,2.3866,0.292,2.428,27.31,9.01376653287359E-06
19416407,94.164689,-13.987414,10.101,0.063,11.051,0.01,10.648,0.036,,,,,TOI-880,94.16446925625,-13.987436909020000,16.5112,0.932,23.225,33.84,2.1445521386944E-04
19416407,94.164689,-13.987414,10.101,0.063,11.051,0.01,10.648,0.036,,,,,TOI-880,94.16446925625,-13.987436909020000,16.5112,0.932,23.225,33.84,2.1445521386944E-04
25388006,94.206403,24.596086,14.528,0.053,15.968,0.134,15.296,0.023,13.927,0.08,13.421,0.493,K2-26,94.20656351507,24.59633168569,10.0196,-27.939,-115.693,99.44,2.85767409228408E-04
7491589,94.283399,76.210947,,,10.153,0.028,10.169,0.11,,,,,TOI-1710,94.28275975625,76.2107803864,12.3247,59.643,55.668,-39.4,2.257757089247E-04
44111972,94.336414,-38.323353,11.058,0.02,11.825,0.016,11.396,0.02,10.883,0.042,10.71,0.024,WASP-63,94.33645207478,-38.3232650174,3.4609,-17.469,-27.292,-23.07,9.29149598085078E-05
25629472,94.404284,31.610341,10.811,0.028,11.442,0.02,11.094,0.028,10.668,0.041,10.472,0.021,TOI-5110,94.40430211387000,31.610338509000000,2.5768,-6.468,-1.767,3.59,1.56261830741733E-05
7475746,94.792964,73.827584,10.206,0.118,10.567,0.219,10.584,0.047,10.178,0.054,10.106,0.035,XO-6,94.79321218208,73.82766311528,4.3131,-16.628,-22.275,-1.58,1.05059923052412E-04
19665461,94.820817,-4.422311,15.75,0.124,16.722,0.191,16.219,0.178,15.532,0.055,15.227,0.107,CoRoT-31,94.82072164346,-4.42226651517,0.5201,3.084,-7.256,0.0,1.04965272434101E-04
6934016,95.308824,53.295003,11.716,0.031,12.338,0.038,11.934,0.048,11.556,0.066,11.364,0.06,TIC 241249530,95.30884457596,53.29508803517000,2.957,7.62,-15.717,-11.25,8.59198715312645E-05
23963988,95.416731,11.2513,11.358,0.008,12.054,0.006,11.669,0.0,11.2,0.021,11.089,0.05,TOI-2498,95.41622163641,11.251734222970000,3.6087,-0.292,-20.09,0.0,6.61908943485804E-04
44106387,96.646646,-38.607142,9.754,0.012,10.446,0.041,10.059,0.032,9.478,0.006,9.376,0.025,TOI-512,96.64668521498,-38.60674070838,14.8818,3.105,-108.873,68.077,4.02459985829244E-04
43897404,96.744704,-46.821407,11.851,0.071,12.41,0.009,12.054,0.016,11.738,0.098,11.594,0.041,WASP-168,96.74464188742,-46.82145198175,3.3371,0.144,20.555,48.89,6.18852326439254E-05
22066636,97.03358,-0.170696,14.022,0.039,14.905,0.0,14.44,0.006,13.749,0.023,13.488,0.097,CoRoT-19,97.03357783646,-0.17070356014,1.1899,4.75,-5.978,0.0,7.8636238857761E-06
39521497,97.095961,-65.578751,13.072,0.012,14.55,0.047,13.796,0.026,12.487,0.031,11.352,0.038,TOI-700,97.09678555474,-65.57931123553,32.1328,-102.641,161.748,-4.7777,6.5580334531997E-04
39521497,97.095961,-65.578751,13.072,0.012,14.55,0.047,13.796,0.026,12.487,0.031,11.352,0.038,TOI-700,97.09678555474,-65.57931123553,32.1328,-102.641,161.748,-4.7777,6.5580334531997E-04
39521497,97.095961,-65.578751,13.072,0.012,14.55,0.047,13.796,0.026,12.487,0.031,11.352,0.038,TOI-700,97.09678555474,-65.57931123553,32.1328,-102.641,161.748,-4.7777,6.5580334531997E-04
39521497,97.095961,-65.578751,13.072,0.012,14.55,0.047,13.796,0.026,12.487,0.031,11.352,0.038,TOI-700,97.09678555474,-65.57931123553,32.1328,-102.641,161.748,-4.7777,6.5580334531997E-04
25569421,97.636643,29.672313,11.56,0.068,12.138,0.019,11.83,0.026,11.415,0.07,11.295,0.024,WASP-12,97.63665253848,29.67229541735000,2.4213,-1.519,-6.761,19.034,1.94379958077451E-05
22068499,97.720505,0.226996,14.712,0.023,15.613,0.024,15.122,0.04,14.441,0.017,14.097,0.056,CoRoT-20,97.72042600124,0.22690512123000000,1.1216,-0.263,-2.797,0.0,1.2041452155902E-04
7402106,97.748536,66.36064,11.52,0.046,12.477,0.081,12.044,0.088,11.229,0.067,10.98,0.065,TOI-1694,97.74821261843000,66.36068280017,8.0404,46.354,-20.248,-22.39,1.36549937653228E-04
22067430,98.171824,-0.031882,14.978,0.054,15.751,0.063,15.362,0.047,14.67,0.034,14.426,0.062,CoRoT-18,98.17240693174000,-0.03159044437,1.277,2.372,-3.259,0.0,6.51777565310756E-04
18691373,98.351115,-23.486107,10.27,0.098,10.74,0.035,10.437,0.031,10.174,0.072,10.061,0.037,WASP-101,98.35111299457,-23.48619387083,5.0067,-2.426,25.065,42.85,8.68902992493534E-05
22176756,99.263074,1.767564,10.19,0.017,10.775,0.041,10.668,0.147,10.048,0.023,9.988,0.025,TOI-628,99.26306819548,1.7675541576100000,5.3855,-1.731,-1.037,20.07,1.14251056108906E-05
19120616,99.364224,-15.481112,12.793,0.043,14.167,0.034,13.538,0.035,12.216,0.032,11.619,0.031,TOI-2768,99.36450283113000,-15.481569771540000,12.7896,-82.63,85.17,75.09,5.30812794328557E-04
44183050,99.734692,-36.646145,10.503,0.017,11.005,0.038,10.751,0.037,10.413,0.006,10.311,0.022,TOI-640,99.73461398945,-36.646151604580000,2.9493,-3.814,5.035,40.88,6.29382432413544E-05
24897380,99.897965,25.482432,13.505,0.056,14.832,0.07,14.181,0.022,12.976,0.022,12.483,0.018,HAT-P-54,99.89799248929,25.482543475040000,6.9701,-0.028,-33.194,28.65,1.14203638226532E-04
23868415,100.195146,9.257388,13.722,0.031,14.403,0.061,13.97,0.023,13.572,0.025,13.385,0.069,CoRoT-32,100.19516720991,9.25741506734,1.7619,0.959,-4.595,16.9307,3.4217819373081E-05
18363170,100.571313,-29.776741,13.378,0.018,13.861,0.016,13.58,0.019,13.288,0.024,13.191,0.053,HATS-40,100.57126832126000,-29.77680421667000,0.7049,-4.36,5.629,9.194,7.41633994023502E-05
21283186,100.765539,-1.296379,15.544,0.047,16.408,0.056,15.955,0.039,15.3,0.064,15.062,0.018,CoRoT-12,100.76567929756000,-1.29642890732,0.8741,1.816,-3.443,12.163,1.48876024098217E-04
39492711,100.833183,-66.947664,12.005,0.014,12.652,0.019,12.27,0.011,11.827,0.008,11.686,0.015,TOI-2184,100.83309676172,-66.94767586136,1.297,2.534,4.564,30.396,3.57910795289446E-05
24938619,100.848071,27.252283,10.84,0.077,11.291,0.058,11.033,0.043,10.762,0.084,10.709,0.056,HAT-P-56,100.84805289582,27.25228032398,3.1804,-8.086,-22.751,36.03,1.63155481360172E-05
24938620,100.847974,27.2523,10.842,0.052,11.348,0.008,11.067,0.025,10.755,0.049,10.718,0.037,HAT-P-56,100.84805289582,27.25228032398,3.1804,-8.086,-22.751,36.03,7.28459046511833E-05
21283491,100.95617,-1.062978,11.713,0.01,12.542,0.034,12.066,0.017,11.473,0.026,11.28,0.027,CoRoT-7,100.95612090171,-1.0630074007500000,6.2676,10.984,-0.04,31.11,5.7220770056001E-05
21289127,101.052985,-0.299251,15.838,0.043,16.663,0.096,16.268,0.017,15.538,0.075,15.273,0.069,CoRoT-21,101.05262593779500,-0.29916305855666700,0.7149,-1.226,2.001,0.0,3.69669918912012E-04
44219597,101.115013,-32.858414,12.753,0.17,13.411,0.017,13.004,0.01,12.488,0.009,12.324,0.026,WASP-64,101.11502112547,-32.858383135940000,2.7721,-19.265,-1.072,35.48,3.16097733416446E-05
43915854,101.127531,-42.762146,12.52,0.022,13.418,0.029,12.954,0.024,12.226,0.017,12.032,0.033,WASP-23,101.12755567741000,-42.76185188789,4.8598,-8.917,-87.711,5.83,2.94669617004612E-04
22147550,101.277219,0.815116,14.027,0.042,14.61,0.047,14.258,0.04,13.871,0.035,13.703,0.039,CoRoT-5,101.27725272928,0.8152516075100000,1.1535,-3.04,-8.205,0.0,1.39738437160534E-04
44206785,101.394812,-33.881726,14.101,0.057,14.626,0.034,14.332,0.022,14.027,0.072,13.886,0.026,HATS-66,101.3948220255,-33.88170280466,0.6485,-3.316,2.559,0.0,2.46434033777968E-05
21239448,101.922585,-3.719222,15.537,0.062,16.593,0.035,16.073,0.034,15.089,0.032,14.788,0.064,CoRoT-24,101.92254921223,-3.71930106686,1.6497,-1.443,2.761,0.0,8.67579598312799E-05
21239448,101.922585,-3.719222,15.537,0.062,16.593,0.035,16.073,0.034,15.089,0.032,14.788,0.064,CoRoT-24,101.92254921223,-3.71930106686,1.6497,-1.443,2.761,0.0,8.67579598312799E-05
18716001,101.994361,-21.91077,13.307,0.047,13.845,0.024,13.545,0.018,13.193,0.053,13.147,0.052,HATS-45,101.99426036654,-21.910727319260000,1.2548,-3.196,3.743,0.0,1.02657408690896E-04
21241620,102.079877,-3.102242,13.559,0.034,14.158,0.053,13.811,0.028,13.397,0.021,13.306,0.067,CoRoT-1,102.07988490285,-3.10214187365,1.3,-5.978,0.57,23.498,1.00436836337293E-04
21751155,102.194636,-0.67281,13.682,0.024,14.272,0.032,13.919,0.015,13.554,0.018,13.411,0.035,CoRoT-4,102.19463935697,-0.6727693420600000,1.3623,-3.738,-3.887,0.0,4.07962716289549E-05
44871442,102.847405,-29.058643,12.469,0.023,13.205,0.031,12.783,0.021,12.27,0.006,12.14,0.032,HATS-51,102.84750489140000,-29.0586239414,2.5741,-16.252,-7.214,3.86,8.93731250753431E-05
24341842,103.412853,12.880781,15.403,0.136,16.708,0.044,16.006,0.057,14.871,0.062,13.901,0.041,TOI-530,103.41277291827600,12.881847802208100,6.6938,13.682,-62.577,-41.67,0.0010696547626593900
21095554,103.424206,-5.53608,16.072,0.072,17.011,0.16,16.493,0.045,15.752,0.057,15.515,0.147,CoRoT-14,103.42420314715000,-5.5360231416,0.5006,-0.208,-3.57,0.0,5.69292601162054E-05
18594275,103.517368,-27.050448,12.681,0.029,13.175,0.035,12.893,0.042,12.555,0.022,12.484,0.057,HATS-41,103.51735655918,-27.050395526550000,1.3984,-0.144,-4.644,37.25,5.34535703842544E-05
6973637,105.083245,56.824243,,,10.088,0.0,10.063,0.072,,,,,TOI-1716,105.08293018498000,56.82443417103,9.6247,50.706,-55.752,-3.96,2.57338383976541E-04
